name
Ida
Vera
Verna
Claire
June
Madeline
Dolores
Myrtle
Pearl
Velma
Jennie
Sarah
Eileen
Jessie
Winifred
Carmen
Olive
Victoria
Blanche
Harriet
Irma
Minnie
Violet
Wilma
Dora
Theresa
Leona
Mae
Bessie
Ella
Muriel
Norma
Stella
Amelia
Audrey
Olga
Janet
Shirley
Ada
Elinor
Lucy
Sylvia
Alberta
Fern
Angela
Ernestine
Inez
Lola
Nancy
Rita
Adele
Carol
Constance
Dorothea
Erma
Henrietta
Jeanne
May
Annie
Carolyn
Alta
Antoinette
Gwendolyn
Hilda
Lucile
Lupe
Aileen
Angelina
Beulah
Flora
Isabelle
Jeanette
Ramona
Alyce
Annette
Caroline
Cecilia
Eunice
Fay
Harriett
Miriam
Sophie
Adeline
Amy
Cecelia
Christine
Elaine
Elisabeth
Estelle
Helene
Jeannette
Joan
Melba
Naomi
Sally
Della
Jacqueline
Lenore
Loretta
Lydia
Mamie
Regina
Eleanore
Elva
Freda
Gloria
Lee
Lila
Sue
Yvonne
Angie
Annabelle
Antonia
Cecile
Claudia
Cora
Donna
Eloise
Katie
Nina
Rena
Rosalie
Tillie
Aurelia
Celia
Edythe
Elvira
Enid
Eugenia
Juana
Laverne
Lorene
Luella
Mable
Merle
Nadine
Nora
Olivia
Peggy
Petra
Sara
Susan
Veronica
Alva
Bonnie
Carrie
Cleo
Daisy
Dorris
Elma
Faye
Francis
Geneva
Goldie
Iva
Ivy
Katharine
Kay
Margie
Masako
Matilda
Mona
Rebecca
Rosa
Rosemary
Sadie
Shizuko
Wanda
Arline
Aurora
Beryl
Beth
Carmelita
Dolly
Effie
Erna
Etta
Eula
Evalyn
Janice
Juliette
Lenora
Lillie
Linda
Marcella
Margery
Marianne
Mercedes
Monica
Natalie
Nettie
Opal
Rae
Adelaide
Avis
Bernadine
Billie
Catalina
Christina
Clare
Corinne
Elenor
Fannie
Ferne
Ila
Iris
Leatha
Lela
Leola
Lily
Lorna
Lulu
Madeleine
Margret
Maude
Molly
Myrle
Paula
Priscilla
Rachel
Teresa
Veda
Wilda
Mary
Dorothy
Helen
Margaret
Ruth
Frances
Virginia
Elizabeth
Alice
Marie
Evelyn
Mildred
Florence
Rose
Marjorie
Edna
Eleanor
Josephine
Barbara
Bernice
Louise
Lillian
Katherine
Thelma
Grace
Edith
Hazel
Jean
Esther
Doris
Irene
Anna
Betty
Catherine
Lois
Martha
Jane
Ann
Lucille
Ethel
Gladys
Gertrude
Pauline
Eva
Elsie
Marion
Vivian
Beatrice
Marian
Ruby
Vera
Charlotte
Kathryn
Emma
Agnes
Clara
Lena
Violet
Marguerite
Jessie
Laura
Alma
Bertha
Ellen
Mabel
June
Viola
Anne
Maria
Phyllis
Ida
Julia
Pearl
Jennie
Geraldine
Juanita
Patricia
Dolores
Theresa
Lorraine
Lucy
Myrtle
Nellie
Shirley
Anita
Carmen
Muriel
Isabel
Madeline
Maxine
Alberta
Blanche
Ella
Emily
Kathleen
Nancy
Velma
Wilma
Winifred
Genevieve
Sarah
Olga
Ramona
Norma
Claire
Mae
Sylvia
Dorothea
Elaine
Lola
Roberta
Sally
Georgia
Jeanne
May
Annie
Constance
Olive
Audrey
Caroline
Jeanette
Carolyn
Eileen
Henrietta
Inez
Leona
Loretta
Lupe
Minnie
Adele
Bessie
Joan
Lydia
Miriam
Rita
Verna
Victoria
Yvonne
Ada
Angelina
Gwendolyn
Rosie
Stella
Dora
Elinor
Eunice
Adeline
Janet
Amelia
Angela
Harriet
Hilda
Isabelle
Rosalie
Aileen
Carol
Freda
Irma
Nadine
Beulah
Billie
Cecelia
Cora
Ernestine
Lucile
Melba
Peggy
Sophie
Antoinette
Della
Erma
Lillie
Masako
Opal
Rosa
Wanda
Daisy
Estelle
Fay
Fern
Nora
Alyce
Annette
Beth
Consuelo
Helene
Lily
Naomi
Rosemary
Angie
Arlene
Bonnie
Christine
Edythe
Eloise
Harriett
Jacqueline
Jeannette
Kay
Lorene
Luella
Marcella
Natalie
Nina
Alta
Beryl
Celia
Flora
Geneva
Iris
Laverne
Rachel
Rena
Sara
Teresa
Cecilia
Eda
Etta
Faye
Gloria
Guadalupe
Ina
Leah
Maurine
Nettie
Sadie
Shizue
Sue
Veronica
Adelaide
Amy
Arline
Beverly
Donna
Eleanore
Elva
Elvira
Hattie
Iola
Janice
Joy
Joyce
Leola
Lila
Loraine
Margery
Rowena
Susan
Alva
Annabelle
Carrie
Cleo
Elsa
Eugenia
Frieda
Goldie
Gretchen
Iva
Kiyoko
Lenora
Lenore
Lilly
Linda
Lorna
Mable
Minerva
Neva
Rebecca
Rosalind
Susie
Vesta
Winona
Zelma
Alicia
Antonia
Carmelita
Connie
Dolly
Elma
Florine
Hope
Hortense
Johanna
Juana
Juliette
Katharine
Lee
Leora
Luz
Madeleine
Madelyn
Margarita
Margie
Mattie
Mollie
Sallie
Aida
Aletha
Amanda
Annabel
Augusta
Bernadette
Clare
Clarice
Cruz
Dorris
Elisabeth
Elvera
Esperanza
Eve
Fannie
Gene
Jewel
Lela
Leonora
Leota
Lorena
Marianne
Maude
Millie
Myra
Nelda
Nell
Priscilla
Regina
Robin
Rosemarie
Roxie
Selma
Shizuko
Tosca
Valerie
Zelda
Mary
Dorothy
Helen
Margaret
Ruth
Frances
Evelyn
Virginia
Elizabeth
Marie
Alice
Florence
Mildred
Barbara
Rose
Marjorie
Eleanor
Lillian
Josephine
Thelma
Jean
Louise
Betty
Doris
Edith
Grace
Irene
Gladys
Lois
Lucille
Bernice
Catherine
Hazel
Katherine
Esther
Anna
Edna
Elsie
Gertrude
Martha
Marion
Beatrice
Pauline
Ethel
Jane
Laura
Vivian
Ann
Emma
Marguerite
Anne
Ida
Marian
Geraldine
Alma
Juanita
Vera
Eva
Genevieve
Emily
June
Kathryn
Mabel
Patricia
Phyllis
Charlotte
Muriel
Nellie
Viola
Ellen
Agnes
Anita
Bertha
Clara
Dolores
Lena
Pearl
Blanche
Norma
Jessie
Kathleen
Maxine
Ruby
Julia
Lorraine
Myrtle
Violet
Eileen
Jeanne
Carmen
Inez
Sarah
Olga
Wilma
Winifred
Jennie
Maria
Roberta
Leona
Madeline
Mae
Velma
Audrey
Flora
Isabel
Lucy
Alberta
Ramona
Amelia
Lucile
Minnie
Rita
Sylvia
Annie
Claire
May
Angelina
Eunice
Georgia
Rosalie
Victoria
Carol
Erma
Miriam
Stella
Adeline
Dorothea
Harriet
Henrietta
Ada
Bessie
Elaine
Irma
Lydia
Melba
Sally
Lupe
Theresa
Verna
Constance
Fern
Jeanette
Nancy
Shirley
Elinor
Peggy
Adele
Elvira
Janet
Naomi
Olive
Teresa
Yvonne
Jeannette
Joyce
Lenore
Dora
Isabelle
Lily
Loretta
Sara
Christine
Della
Hilda
Lola
Nadine
Nora
Antoinette
Beth
Beulah
Aileen
Amy
Angela
Caroline
Cecelia
Cora
Ella
Sue
Bonnie
Carolyn
Cecilia
Eloise
Helene
Opal
Sophie
Annabelle
Estelle
Geneva
Guadalupe
Joan
Margery
Connie
Jacqueline
Laverne
Lee
Masako
Nina
Adelaide
Alyce
Consuelo
Dolly
Elvera
Gloria
Lila
Margie
Merle
Rosa
Wanda
Antonia
Arlene
Beverly
Daisy
Eleanore
Eugenia
Faye
Harriett
Harriette
Haruko
Janice
Lorene
Luella
Marcella
Matilda
Mona
Nettie
Rosemary
Rosie
Susan
Susie
Yoshiko
Angie
Annette
Aurora
Beryl
Carmel
Celia
Corinne
Elma
Erna
Ernestine
Fay
Freda
Frieda
Gwendolyn
Leah
Lenora
Lilly
Lorena
Lula
Margarita
Marjory
Maude
Phoebe
Regina
Rosalind
Selma
Toshiko
Veronica
Vivienne
Wilda
Alta
Donna
Eda
Elna
Elva
Enid
Estella
Evalyn
Evelyne
Ione
Lillie
Mamie
Maybelle
Melva
Rosemarie
Sadie
Zelda
Billie
Carrie
Cecile
Cleo
Edwina
Elena
Goldie
Ila
Josie
Joy
Lora
Mercedes
Rachel
Rae
Rowena
Vesta
Zelma
Althea
Bettie
Christina
Clarice
Cynthia
Edythe
Elda
Elisabeth
Elnora
Fannie
Isabell
Juana
Katharine
Kimiko
Kiyoko
Linda
Lulu
Madeleine
Margarette
Mollie
Nedra
Nell
Neva
Olivia
Ora
Petra
Shizuko
Wilhelmina
Yolanda
Alva
Amalia
Augusta
Bette
Chieko
Clementine
Concha
Delfina
Delores
Dena
Effie
Elsa
Eve
Florine
Gail
Gemma
Gwen
Hannah
Hisako
Hortense
Imogene
Iola
Iris
Katie
Kay
Leanore
Leila
Leola
Leonora
Lina
Loraine
Lorna
Lucia
Marcia
Marianne
Mercy
Nona
Paula
Rebecca
Rena
Rhea
Rosamond
Rosina
Sophia
Tomiko
Mary
Dorothy
Helen
Margaret
Ruth
Virginia
Frances
Evelyn
Alice
Elizabeth
Marie
Florence
Josephine
Eleanor
Barbara
Rose
Mildred
Marjorie
Betty
Louise
Bernice
Lillian
Jean
Grace
Lois
Doris
Edith
Esther
Irene
Hazel
Jane
Lucille
Marion
Anna
Catherine
Katherine
Thelma
Gladys
Edna
Ann
Marian
Martha
June
Pauline
Ethel
Elsie
Eva
Patricia
Lorraine
Lena
Phyllis
Gertrude
Vivian
Charlotte
Emma
Clara
Juanita
Ruby
Beatrice
Anita
Vera
Ellen
Genevieve
Anne
Laura
Geraldine
Ida
Violet
Kathleen
Pearl
Agnes
Maxine
Kathryn
Julia
Viola
Marguerite
Annie
Jennie
Mabel
Harriet
Maria
Wilma
Emily
Muriel
Jessie
Inez
Myrtle
Alma
Bertha
Nellie
Norma
Angelina
Winifred
Janet
Madeline
Theresa
Eileen
Jeanne
Isabel
Lucy
Audrey
Nancy
Elaine
May
Olive
Alberta
Dolores
Olga
Blanche
Carmen
Claire
Sarah
Sylvia
Rita
Velma
Leona
Roberta
Carol
Lucile
Mae
Caroline
Stella
Bessie
Georgia
Minnie
Rosalie
Irma
Shirley
Adeline
Jeanette
Lydia
Ada
Adele
Carolyn
Ella
Flora
Aileen
Fern
Helene
Hilda
Amelia
Eunice
Henrietta
Melba
Ramona
Verna
Victoria
Sally
Constance
Dora
Lola
Elvira
Jeannette
Antoinette
Elva
Isabelle
Joan
Miriam
Naomi
Sara
Amy
Angie
Beverly
Donna
Erma
Gwendolyn
Harriett
Jacqueline
Loretta
Nora
Peggy
Teresa
Beulah
Bonnie
Cecelia
Rosie
Sophie
Wanda
Alta
Alyce
Angela
Elinor
Frieda
Sue
Annette
Beth
Celia
Christine
Gloria
Lily
Rena
Yvonne
Cora
Geneva
Jewel
Laverne
Lupe
Rachel
Selma
Annabelle
Daisy
Ernestine
Freda
Lorene
Rosemary
Susan
Adelaide
Consuelo
Dorothea
Elma
Estelle
Joyce
Lillie
Marcella
Nadine
Opal
Rosa
Eleanore
Georgina
Linda
Margie
Marjory
Billie
Eloise
Iris
Kay
Mamie
Mercedes
Merle
Toshiko
Della
Edythe
Eugenia
Faye
Fumiko
Goldie
Janice
Lenore
Regina
Carmelita
Chiyoko
Eda
Elsa
Emilia
Francis
Guadalupe
Haruko
Lee
Marcia
Margery
Mollie
Natalie
Shizuko
Susie
Wilda
Betsy
Diane
Fay
Iola
Kimiye
Leah
Millie
Sadie
Andrea
Aurora
Bettie
Carrie
Cecilia
Clarice
Claudia
Connie
Elisabeth
Enid
Evangeline
Hattie
Hope
Hortense
Jewell
Joy
Julie
Lorna
Luella
Mable
Margarita
Matilda
Maybelle
Melva
Millicent
Neva
Ora
Paula
Rebecca
Rosemarie
Veronica
Angeline
Arlene
Arline
Bernardine
Carmel
Carmela
Cynthia
Delphine
Dolly
Dorris
Gretchen
Harriette
Isabell
Katie
Lauretta
Leila
Lenora
Leota
Lottie
Lula
Madeleine
Masako
Matsuko
Molly
Myra
Nina
Petra
Rowena
Suzanne
Tillie
Yoneko
Zelda
Albina
Alda
Alvera
Belle
Bernadine
Camille
Cecile
Erna
Esperanza
Fannie
Gene
Grayce
Ina
Juana
Kiyo
Lina
Lora
Loraine
Meta
Nelda
Sybil
Verla
Addie
Adrienne
Benita
Beryl
Catalina
Chiyo
Delia
Delphina
Edyth
Elvera
Emilie
Etta
Evalyn
Ferne
Frankie
Georgette
Gwen
Haruye
Helena
Jerry
Judith
Leone
Lila
Lorena
Louella
Marcelina
Marilyn
Maryann
Mattie
Mona
Nita
Nona
Norine
Olivia
Shizu
Shizue
Sophia
Tomiko
Veda
Velda
Vivienne
Winona
Yolanda
Yoshiko
Zelma
Angelita
Antonia
Astrid
Avis
Ayako
Bette
Birdie
Carolina
Cathryn
Christina
Cleo
Delfina
Dixie
Effie
Elna
Erlinda
Ester
Faith
Fumi
Hannah
Hatsuko
Hellen
Idell
Ilene
Iona
Ione
Ivy
Josie
Jovita
Juliette
Katharine
Kimiko
Kiyoko
Lela
Leola
Lilly
Lucia
Lulu
Madelyn
Madge
Marianne
Martina
Maryellen
Mayme
Michiye
Mickey
Mignon
Misao
Nell
Nicolasa
Odessa
Ollie
Polly
Priscilla
Rosalind
Rosamond
Roxie
Sadako
Sheila
Theodora
Tina
Toshi
Trinidad
Wilhelmina
Willie
Winnifred
Yoshimi
Yukiye
Zita
Mary
Dorothy
Margaret
Helen
Ruth
Frances
Virginia
Evelyn
Alice
Elizabeth
Marie
Marjorie
Rose
Eleanor
Barbara
Josephine
Florence
Betty
Jean
Doris
Mildred
June
Grace
Louise
Lillian
Bernice
Edith
Thelma
Lois
Lucille
Anna
Gladys
Elsie
Jane
Esther
Irene
Catherine
Katherine
Marion
Edna
Marian
Ann
Hazel
Patricia
Gertrude
Pauline
Ethel
Martha
Kathryn
Marguerite
Clara
Phyllis
Anita
Beatrice
Lorraine
Vera
Geraldine
Agnes
Vivian
Emma
Ida
Charlotte
Ruby
Anne
Mabel
Norma
Jessie
Viola
Wilma
Audrey
Dolores
Ellen
Pearl
Eva
Myrtle
Jennie
Nellie
Julia
Juanita
Kathleen
Carol
Laura
Genevieve
Muriel
Violet
Carmen
Jeanne
Olga
Alma
Maxine
Winifred
Constance
Elaine
Emily
Lucy
Bertha
Harriet
Inez
Lena
Rita
Velma
Georgia
Sylvia
Janet
Sarah
Claire
Henrietta
Roberta
Annie
Madeline
Eileen
Leona
Maria
Nancy
Ramona
Theresa
Amelia
Olive
Alberta
Ella
Ada
Angelina
Victoria
May
Blanche
Caroline
Minnie
Shirley
Verna
Jeanette
Aileen
Lola
Hilda
Isabel
Laverne
Lucile
Melba
Peggy
Sally
Stella
Irma
Jeannette
Alta
Dora
Joan
Adeline
Fern
Miriam
Bessie
Rosalie
Flora
Mae
Consuelo
Dorothea
Loretta
Amy
Billie
Carolyn
Erma
Lydia
Rosie
Beverly
Elvira
Estelle
Helene
Isabelle
Lupe
Della
Elinor
Adele
Angela
Rachel
Cecilia
Christine
Nadine
Sophie
Cora
Eunice
Kay
Nina
Opal
Annette
Bonnie
Ernestine
Joyce
Angie
Antoinette
Elva
Gloria
Naomi
Natalie
Frieda
Lila
Mamie
Rena
Sadie
Teresa
Donna
Freda
Lily
Susan
Antonia
Eloise
Gwendolyn
Paula
Rosemary
Sara
Beulah
Cleo
Fumiko
Luella
Mable
Merle
Nora
Selma
Yvonne
Bettie
Cecelia
Connie
Eleanore
Geneva
Rosa
Toshiko
Alyce
Beth
Bette
Dolly
Faye
Ione
Joy
Kimiko
Kiyoko
Leah
Wanda
Yoshiko
Annabelle
Arlene
Aurora
Daisy
Eugenia
Jewel
Jewell
Linda
Lorene
Millie
Olivia
Theda
Yolanda
Cecile
Eda
Elda
Elvera
Fay
Georgette
Guadalupe
Haruko
Ila
Leila
Louisa
Masako
Mercedes
Regina
Shizuko
Sue
Carrie
Cynthia
Evalyn
Harriett
Hattie
Iris
Janice
Lela
Madeleine
Margery
Margie
Priscilla
Yaeko
Althea
Beryl
Christina
Clare
Clarice
Elsa
Enid
Fannie
Ivy
Jacqueline
Jayne
Katharine
Lenore
Leola
Lilly
Loraine
Lula
Marcella
Nell
Neva
Rae
Susie
Wilda
Alicia
Carmel
Chiyoko
Delores
Elma
Estella
Evelyne
Gene
Hannah
Hortense
Ina
Josefina
Juliette
Lucia
Madelyn
Margarita
Matilda
Mitsuye
Mollie
Myra
Petra
Winona
Aida
Aiko
Angeline
Belle
Bethel
Camille
Chiyeko
Edwina
Esperanza
Etta
Eve
Florine
Goldie
Judith
Julie
Katie
Kazuye
Lenora
Lottie
Marianne
Maybelle
Melva
Michi
Mitsuko
Molly
Nelda
Pansy
Phoebe
Rosella
Tillie
Trinidad
Wilhelmina
Yoshiye
Adelaide
Adrienne
Andrea
Annabel
Aurelia
Bernadine
Celestine
Claudine
Delphine
Dina
Dominga
Edythe
Effie
Elena
Elisabeth
Eula
Francine
Francis
Fumi
Georgina
Helena
Hisako
Hope
Kate
Kazuko
Lillie
Lorna
Lura
Marcia
Mattie
Michiko
Nettie
Nola
Pat
Rosalind
Rosaline
Rowena
Shizue
Shizuye
Sumiko
Teruko
Tina
Tomiko
Venus
Zelda
Zella
Addie
Aimee
Albina
Alda
Aletha
Aline
Alvina
Amalia
Arleen
Arline
Asako
Augusta
Ayako
Betsy
Carmelita
Carmella
Catharine
Cathryn
Celeste
Celia
Claudia
Corinne
Delia
Dixie
Elna
Eulalia
Ferne
Gretchen
Ilene
Isobel
Johanna
Kiyo
Leora
Leota
Lina
Lorena
Lorenza
Magdalena
Marcelle
Mariana
Mariko
Marina
Marjory
Maryann
Mina
Nan
Nobuko
Nona
Noreen
Paz
Polly
Rhoda
Rosemarie
Rosetta
Tatsuko
Thais
Tosca
Valerie
Veda
Veronica
Willa
Winnifred
Yoneko
Yukiko
Zelma
Zora
Mary
Dorothy
Helen
Margaret
Virginia
Ruth
Frances
Evelyn
Alice
Elizabeth
Barbara
Betty
Marie
Rose
Mildred
Florence
Eleanor
Marjorie
Josephine
Jean
Doris
Jane
Lillian
June
Grace
Louise
Bernice
Lois
Irene
Lucille
Anna
Edna
Patricia
Catherine
Gladys
Phyllis
Marian
Marion
Katherine
Edith
Thelma
Pauline
Hazel
Esther
Elsie
Gertrude
Martha
Ethel
Geraldine
Ann
Emma
Agnes
Lorraine
Eva
Anita
Beatrice
Vivian
Dolores
Charlotte
Laura
Clara
Mabel
Norma
Jessie
Muriel
Audrey
Ellen
Julia
Kathryn
Winifred
Vera
Genevieve
Ida
Lena
Kathleen
Marguerite
Violet
Juanita
Viola
Nellie
Jeanne
Jennie
Alma
May
Ruby
Shirley
Anne
Wilma
Carmen
Emily
Janet
Maria
Pearl
Lucy
Maxine
Isabel
Madeline
Sylvia
Roberta
Theresa
Blanche
Claire
Harriet
Nancy
Carol
Jeanette
Leona
Rita
Velma
Bertha
Sarah
Stella
Beverly
Eileen
Elaine
Georgia
Lupe
Olive
Adele
Joan
Mae
Miriam
Verna
Minnie
Myrtle
Olga
Angelina
Melba
Alberta
Annie
Flora
Lucile
Ramona
Bessie
Billie
Caroline
Ella
Lola
Adeline
Constance
Henrietta
Irma
Peggy
Antoinette
Fern
Sally
Dorothea
Ada
Inez
Victoria
Joyce
Loretta
Janice
Lydia
Connie
Isabelle
Rosalie
Laverne
Teresa
Dora
Eloise
Eunice
Helene
Nina
Carolyn
Christine
Della
Beulah
Elvira
Bette
Hilda
Gloria
Margie
Nadine
Naomi
Sara
Wanda
Alta
Amelia
Angela
Ernestine
Jeannette
Kay
Rosie
Aileen
Elva
Freda
Mamie
Sophie
Sue
Yvonne
Amy
Cecilia
Donna
Estelle
Angie
Carrie
Cecelia
Consuelo
Daisy
Jewel
Opal
Rachel
Rosemary
Susie
Annette
Beth
Elinor
Harriett
Cora
Erma
Jacqueline
Lily
Margery
Annabelle
Fumiko
Leola
Lila
Luella
Marcella
Margarita
Mercedes
Olivia
Paula
Susan
Toshiko
Aurora
Ayako
Geneva
Juana
Matilda
Nora
Rena
Yoshiko
Adelaide
Alyce
Bettie
Elena
Evalyn
Gwendolyn
Harriette
Lenore
Mable
Natalie
Shizuko
Theodora
Aiko
Arline
Edythe
Elvera
Enid
Estella
Eugenia
Frieda
Hope
Joy
Lenora
Lilly
Linda
Lorena
Lorene
Miyoko
Molly
Bonnie
Eleanore
Elise
Fay
Gail
Guadalupe
Kimiko
Leah
Marilyn
Mitsuko
Mollie
Nell
Sadie
Tillie
Valerie
Antonia
Arlene
Augusta
Carmel
Cecile
Celia
Clare
Cleo
Delores
Elisabeth
Elma
Faye
Ferne
Francis
Haruko
Hideko
Hortense
Iola
Josie
Katharine
Lela
Marcia
Marietta
Masako
Neva
Petra
Sybil
Willa
Yukiko
Adrienne
Avis
Christina
Faith
Francisca
Iris
Isabell
Kiyoko
Lee
Lora
Loraine
Miyeko
Polly
Priscilla
Rae
Rebecca
Rosa
Rowena
Shizue
Yoneko
Adela
Carmelita
Clarice
Concepcion
Dolly
Effie
Elsa
Helena
Hisako
Kimiye
Manuela
Marjory
Michiko
Mitsuye
Selma
Tomiko
Trinidad
Wilda
Winona
Alicia
Angeline
Aurelia
Catalina
Deloris
Delphine
Dina
Dixie
Esperanza
Ethelyn
Evangeline
Gene
Hattie
Ina
Ione
Ivy
Jayne
Josefina
Katie
Louisa
Maybelle
Melva
Nobuko
Rosina
Sallie
Sheila
Winnifred
Yolanda
Zelma
Aloha
Alva
Amalia
Bettye
Chiyoko
Claudia
Dorthy
Eda
Elna
Elnora
Emiko
Emilia
Erna
Goldie
Harumi
Ila
Iona
Jewell
Juliet
Kate
Leila
Lillie
Lottie
Lou
Lura
Madge
Mavis
Ora
Rufina
Sumiko
Suzanne
Toshi
Verda
Veronica
Vesta
Vivienne
Wilhelmina
Alvina
Belle
Bernadette
Berniece
Beryl
Bethel
Beverley
Celeste
Corinne
Diane
Diva
Dominga
Edwina
Eiko
Elda
Elynor
Emilie
Etta
Eula
Felipa
Florine
Fumiye
Fusaye
Garnet
Gretchen
Gwen
Hanako
Hannah
Haruye
Hulda
Iva
Janis
Johanna
Julie
Juliette
Kathlyn
Kazuko
Laurel
Leonor
Leslie
Lina
Lorna
Louella
Lucia
Lulu
Madelyn
Marianne
Marina
Maude
Meredith
Merle
Misako
Myra
Nettie
Nobu
Nona
Phoebe
Rafaela
Reba
Setsuko
Shizu
Taeko
Tina
Toshiye
Yasuko
Mary
Dorothy
Margaret
Helen
Virginia
Frances
Ruth
Barbara
Betty
Evelyn
Alice
Elizabeth
Marjorie
Marie
Jean
Eleanor
Rose
Mildred
Florence
Josephine
Doris
Jane
Lorraine
Lois
June
Lillian
Lucille
Esther
Patricia
Phyllis
Louise
Bernice
Edna
